commentId,comment,classification,comment_processed,word_phrase_list,completely,text,box,black,black white,white,similarity_score
107988,She was never pushy or dismissive of my concerns but remained completely focused on achieving the best results for me.,0,push dismissive concern remain completely focus achieve good result,"['push', 'push dismissive', 'push dismissive concern', 'push dismissive concern remain', 'push dismissive concern remain completely', 'push dismissive concern remain completely focus', 'push dismissive concern remain completely focus achieve', 'push dismissive concern remain completely focus achieve good', 'push dismissive concern remain completely focus achieve good result', 'dismissive', 'dismissive concern', 'dismissive concern remain', 'dismissive concern remain completely', 'dismissive concern remain completely focus', 'dismissive concern remain completely focus achieve', 'dismissive concern remain completely focus achieve good', 'dismissive concern remain completely focus achieve good result', 'concern', 'concern remain', 'concern remain completely', 'concern remain completely focus', 'concern remain completely focus achieve', 'concern remain completely focus achieve good', 'concern remain completely focus achieve good result', 'remain', 'remain completely', 'remain completely focus', 'remain completely focus achieve', 'remain completely focus achieve good', 'remain completely focus achieve good result', 'completely', 'completely focus', 'completely focus achieve', 'completely focus achieve good', 'completely focus achieve good result', 'focus', 'focus achieve', 'focus achieve good', 'focus achieve good result', 'achieve', 'achieve good', 'achieve good result', 'good', 'good result', 'result']",1,0,0,0,0,0,0.125
73125,I trust him completely and it took me a lot of doctors to finally find one who could give me confidence again.,0,trust completely take lot doctor finally find confidence,"['trust', 'trust completely', 'trust completely take', 'trust completely take lot', 'trust completely take lot doctor', 'trust completely take lot doctor finally', 'trust completely take lot doctor finally find', 'trust completely take lot doctor finally find confidence', 'completely', 'completely take', 'completely take lot', 'completely take lot doctor', 'completely take lot doctor finally', 'completely take lot doctor finally find', 'completely take lot doctor finally find confidence', 'take', 'take lot', 'take lot doctor', 'take lot doctor finally', 'take lot doctor finally find', 'take lot doctor finally find confidence', 'lot', 'lot doctor', 'lot doctor finally', 'lot doctor finally find', 'lot doctor finally find confidence', 'doctor', 'doctor finally', 'doctor finally find', 'doctor finally find confidence', 'finally', 'finally find', 'finally find confidence', 'find', 'find confidence', 'confidence']",1,0,0,0,0,0,0.125
71951,"Now I can think again because the headaches, dizziness, and nausea are completely gone even though I am in college now.",0,think headache dizziness nausea completely go college,"['think', 'think headache', 'think headache dizziness', 'think headache dizziness nausea', 'think headache dizziness nausea completely', 'think headache dizziness nausea completely go', 'think headache dizziness nausea completely go college', 'headache', 'headache dizziness', 'headache dizziness nausea', 'headache dizziness nausea completely', 'headache dizziness nausea completely go', 'headache dizziness nausea completely go college', 'dizziness', 'dizziness nausea', 'dizziness nausea completely', 'dizziness nausea completely go', 'dizziness nausea completely go college', 'nausea', 'nausea completely', 'nausea completely go', 'nausea completely go college', 'completely', 'completely go', 'completely go college', 'go', 'go college', 'college']",1,0,0,0,0,0,0.125
104250,and I trust Dr Lam and his staff completely!,0,trust dr staff completely,"['trust', 'trust dr', 'trust dr staff', 'trust dr staff completely', 'dr', 'dr staff', 'dr staff completely', 'staff', 'staff completely', 'completely']",1,0,0,0,0,0,0.125
166988,"Never seen her but her websites terrible, alot of light text on light border.",1,see webster terrible clot light text light border,"['see', 'see webster', 'see webster terrible', 'see webster terrible clot', 'see webster terrible clot light', 'see webster terrible clot light text', 'see webster terrible clot light text light', 'see webster terrible clot light text light border', 'webster', 'webster terrible', 'webster terrible clot', 'webster terrible clot light', 'webster terrible clot light text', 'webster terrible clot light text light', 'webster terrible clot light text light border', 'terrible', 'terrible clot', 'terrible clot light', 'terrible clot light text', 'terrible clot light text light', 'terrible clot light text light border', 'clot', 'clot light', 'clot light text', 'clot light text light', 'clot light text light border', 'light', 'light text', 'light text light', 'light text light border', 'text', 'text light', 'text light border', 'light', 'light border', 'border']",0,1,0,0,0,0,0.125
116923,My nose completely compliments my face with a perfect straight bridge and a slightly elevated tip.,0,nose completely compliment face perfect straight bridge slightly elevated tip,"['nose', 'nose completely', 'nose completely compliment', 'nose completely compliment face', 'nose completely compliment face perfect', 'nose completely compliment face perfect straight', 'nose completely compliment face perfect straight bridge', 'nose completely compliment face perfect straight bridge slightly', 'nose completely compliment face perfect straight bridge slightly elevated', 'nose completely compliment face perfect straight bridge slightly elevated tip', 'completely', 'completely compliment', 'completely compliment face', 'completely compliment face perfect', 'completely compliment face perfect straight', 'completely compliment face perfect straight bridge', 'completely compliment face perfect straight bridge slightly', 'completely compliment face perfect straight bridge slightly elevated', 'completely compliment face perfect straight bridge slightly elevated tip', 'compliment', 'compliment face', 'compliment face perfect', 'compliment face perfect straight', 'compliment face perfect straight bridge', 'compliment face perfect straight bridge slightly', 'compliment face perfect straight bridge slightly elevated', 'compliment face perfect straight bridge slightly elevated tip', 'face', 'face perfect', 'face perfect straight', 'face perfect straight bridge', 'face perfect straight bridge slightly', 'face perfect straight bridge slightly elevated', 'face perfect straight bridge slightly elevated tip', 'perfect', 'perfect straight', 'perfect straight bridge', 'perfect straight bridge slightly', 'perfect straight bridge slightly elevated', 'perfect straight bridge slightly elevated tip', 'straight', 'straight bridge', 'straight bridge slightly', 'straight bridge slightly elevated', 'straight bridge slightly elevated tip', 'bridge', 'bridge slightly', 'bridge slightly elevated', 'bridge slightly elevated tip', 'slightly', 'slightly elevated', 'slightly elevated tip', 'elevated', 'elevated tip', 'tip']",1,0,0,0,0,0,0.125
96617,and I left the office completely satisfied.,0,leave office completely satisfy,"['leave', 'leave office', 'leave office completely', 'leave office completely satisfy', 'office', 'office completely', 'office completely satisfy', 'completely', 'completely satisfy', 'satisfy']",1,0,0,0,0,0,0.125
121836,He had the answers of dads illness in his hands and completely ignored them!,1,answer day illness hand completely ignore,"['answer', 'answer day', 'answer day illness', 'answer day illness hand', 'answer day illness hand completely', 'answer day illness hand completely ignore', 'day', 'day illness', 'day illness hand', 'day illness hand completely', 'day illness hand completely ignore', 'illness', 'illness hand', 'illness hand completely', 'illness hand completely ignore', 'hand', 'hand completely', 'hand completely ignore', 'completely', 'completely ignore', 'ignore']",1,0,0,0,0,0,0.125
143616,After the surgery Dr White has seen me with no additional charge to ensure that I am healing correctly.,0,surgery dr white see extra charge ensure heal correctly,"['surgery', 'surgery dr', 'surgery dr white', 'surgery dr white see', 'surgery dr white see extra', 'surgery dr white see extra charge', 'surgery dr white see extra charge ensure', 'surgery dr white see extra charge ensure heal', 'surgery dr white see extra charge ensure heal correctly', 'dr', 'dr white', 'dr white see', 'dr white see extra', 'dr white see extra charge', 'dr white see extra charge ensure', 'dr white see extra charge ensure heal', 'dr white see extra charge ensure heal correctly', 'white', 'white see', 'white see extra', 'white see extra charge', 'white see extra charge ensure', 'white see extra charge ensure heal', 'white see extra charge ensure heal correctly', 'see', 'see extra', 'see extra charge', 'see extra charge ensure', 'see extra charge ensure heal', 'see extra charge ensure heal correctly', 'extra', 'extra charge', 'extra charge ensure', 'extra charge ensure heal', 'extra charge ensure heal correctly', 'charge', 'charge ensure', 'charge ensure heal', 'charge ensure heal correctly', 'ensure', 'ensure heal', 'ensure heal correctly', 'heal', 'heal correctly', 'correctly']",0,0,0,0,0,1,0.125
188544,Dr miller is disrespectful to black person like me.,1,disrespectful black person like,"['disrespectful', 'disrespectful black', 'disrespectful black person', 'disrespectful black person like', 'black', 'black person', 'black person like', 'person', 'person like', 'like']",0,0,0,1,0,0,0.125
