commentId,comment,classification,comment_processed,word_phrase_list,reception,reception amaze,amaze,similarity_score
99665,and Dr. Hartog was extremely helpful- he had a free consultation with me to discover the best option for me and the results are amazing!,0,extremely helpful free consultation discover good option result amaze,"['extremely', 'extremely helpful', 'extremely helpful free', 'extremely helpful free consultation', 'extremely helpful free consultation discover', 'extremely helpful free consultation discover good', 'extremely helpful free consultation discover good option', 'extremely helpful free consultation discover good option result', 'extremely helpful free consultation discover good option result amaze', 'helpful', 'helpful free', 'helpful free consultation', 'helpful free consultation discover', 'helpful free consultation discover good', 'helpful free consultation discover good option', 'helpful free consultation discover good option result', 'helpful free consultation discover good option result amaze', 'free', 'free consultation', 'free consultation discover', 'free consultation discover good', 'free consultation discover good option', 'free consultation discover good option result', 'free consultation discover good option result amaze', 'consultation', 'consultation discover', 'consultation discover good', 'consultation discover good option', 'consultation discover good option result', 'consultation discover good option result amaze', 'discover', 'discover good', 'discover good option', 'discover good option result', 'discover good option result amaze', 'good', 'good option', 'good option result', 'good option result amaze', 'option', 'option result', 'option result amaze', 'result', 'result amaze', 'amaze']",0,0,1,0.7142857142857143
133071,"Amazing natural results and the nicest, most caring, experienced, and professional doctor and staff I have ever had!",0,amaze natural result nice dare experience professional doctor staff,"['amaze', 'amaze natural', 'amaze natural result', 'amaze natural result nice', 'amaze natural result nice dare', 'amaze natural result nice dare experience', 'amaze natural result nice dare experience professional', 'amaze natural result nice dare experience professional doctor', 'amaze natural result nice dare experience professional doctor staff', 'natural', 'natural result', 'natural result nice', 'natural result nice dare', 'natural result nice dare experience', 'natural result nice dare experience professional', 'natural result nice dare experience professional doctor', 'natural result nice dare experience professional doctor staff', 'result', 'result nice', 'result nice dare', 'result nice dare experience', 'result nice dare experience professional', 'result nice dare experience professional doctor', 'result nice dare experience professional doctor staff', 'nice', 'nice dare', 'nice dare experience', 'nice dare experience professional', 'nice dare experience professional doctor', 'nice dare experience professional doctor staff', 'dare', 'dare experience', 'dare experience professional', 'dare experience professional doctor', 'dare experience professional doctor staff', 'experience', 'experience professional', 'experience professional doctor', 'experience professional doctor staff', 'professional', 'professional doctor', 'professional doctor staff', 'doctor', 'doctor staff', 'staff']",0,0,1,0.7142857142857143
89189,His receptionist was incredibly helpful and made my transaction quick,0,reception incredibly helpful transaction quick,"['reception', 'reception incredibly', 'reception incredibly helpful', 'reception incredibly helpful transaction', 'reception incredibly helpful transaction quick', 'incredibly', 'incredibly helpful', 'incredibly helpful transaction', 'incredibly helpful transaction quick', 'helpful', 'helpful transaction', 'helpful transaction quick', 'transaction', 'transaction quick', 'quick']",1,0,0,0.7142857142857143
184021,"What I didn't expect was the professionalism and adeptness of her staff, from reception staff like Alex (which is too light a term",0,expect professionalism alertness staff reception staff like light term,"['expect', 'expect professionalism', 'expect professionalism alertness', 'expect professionalism alertness staff', 'expect professionalism alertness staff reception', 'expect professionalism alertness staff reception staff', 'expect professionalism alertness staff reception staff like', 'expect professionalism alertness staff reception staff like light', 'expect professionalism alertness staff reception staff like light term', 'professionalism', 'professionalism alertness', 'professionalism alertness staff', 'professionalism alertness staff reception', 'professionalism alertness staff reception staff', 'professionalism alertness staff reception staff like', 'professionalism alertness staff reception staff like light', 'professionalism alertness staff reception staff like light term', 'alertness', 'alertness staff', 'alertness staff reception', 'alertness staff reception staff', 'alertness staff reception staff like', 'alertness staff reception staff like light', 'alertness staff reception staff like light term', 'staff', 'staff reception', 'staff reception staff', 'staff reception staff like', 'staff reception staff like light', 'staff reception staff like light term', 'reception', 'reception staff', 'reception staff like', 'reception staff like light', 'reception staff like light term', 'staff', 'staff like', 'staff like light', 'staff like light term', 'like', 'like light', 'like light term', 'light', 'light term', 'term']",1,0,0,0.7142857142857143
99398,"Recovery was quick, minimal pain, and amazing results :) Dr. Nick and his staff are extremely helpful, friendly, and professional.",0,recovery quick minimal pain amaze result staff extremely helpful friendly professional,"['recovery', 'recovery quick', 'recovery quick minimal', 'recovery quick minimal pain', 'recovery quick minimal pain amaze', 'recovery quick minimal pain amaze result', 'recovery quick minimal pain amaze result staff', 'recovery quick minimal pain amaze result staff extremely', 'recovery quick minimal pain amaze result staff extremely helpful', 'recovery quick minimal pain amaze result staff extremely helpful friendly', 'recovery quick minimal pain amaze result staff extremely helpful friendly professional', 'quick', 'quick minimal', 'quick minimal pain', 'quick minimal pain amaze', 'quick minimal pain amaze result', 'quick minimal pain amaze result staff', 'quick minimal pain amaze result staff extremely', 'quick minimal pain amaze result staff extremely helpful', 'quick minimal pain amaze result staff extremely helpful friendly', 'quick minimal pain amaze result staff extremely helpful friendly professional', 'minimal', 'minimal pain', 'minimal pain amaze', 'minimal pain amaze result', 'minimal pain amaze result staff', 'minimal pain amaze result staff extremely', 'minimal pain amaze result staff extremely helpful', 'minimal pain amaze result staff extremely helpful friendly', 'minimal pain amaze result staff extremely helpful friendly professional', 'pain', 'pain amaze', 'pain amaze result', 'pain amaze result staff', 'pain amaze result staff extremely', 'pain amaze result staff extremely helpful', 'pain amaze result staff extremely helpful friendly', 'pain amaze result staff extremely helpful friendly professional', 'amaze', 'amaze result', 'amaze result staff', 'amaze result staff extremely', 'amaze result staff extremely helpful', 'amaze result staff extremely helpful friendly', 'amaze result staff extremely helpful friendly professional', 'result', 'result staff', 'result staff extremely', 'result staff extremely helpful', 'result staff extremely helpful friendly', 'result staff extremely helpful friendly professional', 'staff', 'staff extremely', 'staff extremely helpful', 'staff extremely helpful friendly', 'staff extremely helpful friendly professional', 'extremely', 'extremely helpful', 'extremely helpful friendly', 'extremely helpful friendly professional', 'helpful', 'helpful friendly', 'helpful friendly professional', 'friendly', 'friendly professional', 'professional']",0,0,1,0.7142857142857143
90533,Dr. White has an amazing bedside manner.,0,amaze bedside manner,"['amaze', 'amaze bedside', 'amaze bedside manner', 'bedside', 'bedside manner', 'manner']",0,0,1,0.7142857142857143
109959,"Jon Grazer's office has been the most amazing , phenomenal , and friendliest medical office I've ever had the pleasure to visit.",0,office amaze phenomenon friendly medical office ve pleasure visit,"['office', 'office amaze', 'office amaze phenomenon', 'office amaze phenomenon friendly', 'office amaze phenomenon friendly medical', 'office amaze phenomenon friendly medical office', 'office amaze phenomenon friendly medical office ve', 'office amaze phenomenon friendly medical office ve pleasure', 'office amaze phenomenon friendly medical office ve pleasure visit', 'amaze', 'amaze phenomenon', 'amaze phenomenon friendly', 'amaze phenomenon friendly medical', 'amaze phenomenon friendly medical office', 'amaze phenomenon friendly medical office ve', 'amaze phenomenon friendly medical office ve pleasure', 'amaze phenomenon friendly medical office ve pleasure visit', 'phenomenon', 'phenomenon friendly', 'phenomenon friendly medical', 'phenomenon friendly medical office', 'phenomenon friendly medical office ve', 'phenomenon friendly medical office ve pleasure', 'phenomenon friendly medical office ve pleasure visit', 'friendly', 'friendly medical', 'friendly medical office', 'friendly medical office ve', 'friendly medical office ve pleasure', 'friendly medical office ve pleasure visit', 'medical', 'medical office', 'medical office ve', 'medical office ve pleasure', 'medical office ve pleasure visit', 'office', 'office ve', 'office ve pleasure', 'office ve pleasure visit', 've', 've pleasure', 've pleasure visit', 'pleasure', 'pleasure visit', 'visit']",0,0,1,0.7142857142857143
146098,"This is amazing, and not in a good way.",1,amaze good way,"['amaze', 'amaze good', 'amaze good way', 'good', 'good way', 'way']",0,0,1,0.7142857142857143
99906,"She is a fountain of information and so is Heather, the receptionist.",0,fountain information heather reception,"['fountain', 'fountain information', 'fountain information heather', 'fountain information heather reception', 'information', 'information heather', 'information heather reception', 'heather', 'heather reception', 'reception']",1,0,0,0.7142857142857143
116742,From the first time I called to my last visit one week post op I have had nothing short of an amazing experience.,0,time call visit post op short amaze experience,"['time', 'time call', 'time call visit', 'time call visit post', 'time call visit post op', 'time call visit post op short', 'time call visit post op short amaze', 'time call visit post op short amaze experience', 'call', 'call visit', 'call visit post', 'call visit post op', 'call visit post op short', 'call visit post op short amaze', 'call visit post op short amaze experience', 'visit', 'visit post', 'visit post op', 'visit post op short', 'visit post op short amaze', 'visit post op short amaze experience', 'post', 'post op', 'post op short', 'post op short amaze', 'post op short amaze experience', 'op', 'op short', 'op short amaze', 'op short amaze experience', 'short', 'short amaze', 'short amaze experience', 'amaze', 'amaze experience', 'experience']",0,0,1,0.7142857142857143
89137,"and Beth, the clinical coordinator, is amazing!",0,clinical coordinate amaze,"['clinical', 'clinical coordinate', 'clinical coordinate amaze', 'coordinate', 'coordinate amaze', 'amaze']",0,0,1,0.7142857142857143
104969,This practice is amazing.,0,practice amaze,"['practice', 'practice amaze', 'amaze']",0,0,1,0.7142857142857143
107903,The receptionist (who was very nice) told me that the doctor wasn't running on time.,0,reception nice tell doctor run time,"['reception', 'reception nice', 'reception nice tell', 'reception nice tell doctor', 'reception nice tell doctor run', 'reception nice tell doctor run time', 'nice', 'nice tell', 'nice tell doctor', 'nice tell doctor run', 'nice tell doctor run time', 'tell', 'tell doctor', 'tell doctor run', 'tell doctor run time', 'doctor', 'doctor run', 'doctor run time', 'run', 'run time', 'time']",1,0,0,0.7142857142857143
